"taxonName","taxon_author","subtaxon_author","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","hybrid","subspecies","variety","introduction_status","provincial_conservation_status","national_conservation_status","occurrence_status","observation","last_record_date","last_record_observer","last_record_soruce","last_record_ID","gbif_ID","first_record_date","first_record_observer","linkTaxonID","notes","ID","stats_code","linkName","graminoid_status","infrataxon_status","provincial_concern","national_concern","provenance_status","solow_BF","solow_EP","solow_PP"
"Matricaria discoidea","DC.","","pineapple weed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Anthemideae","","","","exotic","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","iNat:2564085","",52992,"VAS","Matricaria discoidea","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Meconella oregana","Nutt.","","white meconella","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Papaveraceae","Papaveroideae","Platystemoneae","","","","native","S1S2 (2019)","1-E (2006)","confirmed","observed","1980-04-11","Harvey Janszen","RBCM","V107366",NA,"2014-03-22","Ryan Batten","iNat:9142345","",77970,"VAS","Meconella oregana","non-graminoid","non-infrataxon","concern","concern","unknown",NA,NA,NA
"Medicago arabica","(L.) Huds.","","spotted medic","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Trifolieae","","","","exotic","unlisted","","confirmed","observed","2022-06-13","Frank Lomer","UBC","13040",NA,"2023-05-06","Terry M","iNat:160798484","",61012,"VAS","Medicago arabica","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Medicago lupulina","L.","","black medic","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Trifolieae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2020-06-04","Andrew Simon","iNat:48489340","",57056,"VAS","Medicago lupulina","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",123.032,0.008,0.992
"Medicago sativa ssp. sativa","L.","","alfalfa","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Trifolieae","","sativa","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",57070,"VAS","Medicago sativa ssp. sativa","non-graminoid","infrataxon","unknown","unknown","no_voucher",126,0.008,0.992
"Melica harfordii","Bol.","","Harford's melic","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Meliceae","","","","native","S4","","confirmed","observed","2022-06-13","Frank Lomer","UBC","13034",NA,"2017-07-28","Andrew Simon","iNat:7278330","",77983,"VAS","Melica harfordii","graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Melica subulata","(Griseb.) Scribn.","","Alaska oniongrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Meliceae","","","","native","S5","","confirmed","observed","1986-08-16","William J. Crins","UBC","V191358",NA,"2016-05-10","Andrew Simon","iNat:3311145","",77986,"VAS","Melica subulata","graminoid","non-infrataxon","secure","unknown","no_voucher",41.333,0.024,0.976
"Melilotus albus","Medik.","","white sweet-clover","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Trifolieae","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",58907,"VAS","Melilotus albus","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Melissa officinalis","L.","","lemon balm","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-08-27","Andrew Simon","iNat:3978723","",59901,"VAS","Melissa officinalis","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Mentha canadensis","L.","","Canada mint","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","native","S5","","confirmed","observed","1980-04-12","Harvey Janszen","ER 128 Inventory","",NA,"2015-05-04","Lauren Magner & Andrew Simon","iNat:2569386","M. arvensis misreported; ”M. canadensis is a distinct morphotype not to be confused with European M. arvensis s.str. I have only seen M. canadensis in the SGI. I have not seen M. arvensis in BC but it might well be here."" (QC)",77991,"VAS","Mentha canadensis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Mentha spicata","L.","","spearmint","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","exotic","unlisted","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","",NA,"","","","adventive",62652,"VAS","Mentha spicata","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Mentha suaveolens","Ehrh.","","applemint","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","adventive",77993,"VAS","Mentha suaveolens","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Menyanthes trifoliata","L.","","buckbean","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Menyanthaceae","","","","","","native","S5","","new 2016","observed","","","","",NA,"2016-08-13","Adam Huggins & Andrew Simon","iNat:3882093","",78016,"VAS","Menyanthes trifoliata","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Micranthes integrifolia","(Hook.) Small","","grassland saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Saxifragaceae","","Micrantheae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-03-22","Ryan Batten","iNat:9142627","",78027,"VAS","Micranthes integrifolia","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Micranthes rufidula","Small","","rusty-haired saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Saxifragaceae","","Micrantheae","","","","native","S5","","new 2018","observed","","","","",NA,"2018-03-05","Andrew Simon","iNat:10109045","",357949,"VAS","Micranthes rufidula","non-graminoid","non-infrataxon","secure","unknown","voucher",30.75,0.031,0.969
"Microsteris gracilis","(Douglas ex Hook.) Greene","","pink twink","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Polemoniaceae","","","","","","native","S5","","confirmed","observed","1982-05-10","Harvey Janszen","RBCM","V119985",1949568896,"2018-05-11","Andrew Simon","iNat:12373997","reported as Phlox gracilis (V119985)",61210,"VAS","Microsteris gracilis","non-graminoid","non-infrataxon","secure","unknown","voucher",30.75,0.031,0.969
"Moehringia macrophylla","(Hook.) Fenzl","","big-leaved sandwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Arenarieae","","","","native","S5","","confirmed","observed","1975-05-13","Angela Wood","RBCM","V097335",1949546493,"2015-03-21","Lauren Magner & Andrew Simon","iNat:2608744","",61884,"VAS","Moehringia macrophylla","non-graminoid","non-infrataxon","secure","unknown","no_voucher",31.247,0.031,0.969
"Moenchia erecta","(L.) P.Gaertn., B.Mey. & Scherb.","","upright chickweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Alsineae","","","","exotic","unlisted","","new 2020","observed","2022-06-10","Frank Lomer","UBC","13003",NA,"2020-05-07","Andrew Simon","iNat:45205082","",78088,"VAS","Moenchia erecta","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Monotropa hypopitys","L.","","pinesap","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Monotropoideae","","","","","native","S5","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",59986,"VAS","Monotropa hypopitys","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Monotropa uniflora","L.","","indian-pipe","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Monotropoideae","","","","","native","S5","","confirmed","observed","1979-06-28","Harvey Janszen","RBCM","V097820",1949546874,"2006-07-05","Sarah Tweedale","iNat:3502607","",49477,"VAS","Monotropa uniflora","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Montia dichotoma","(Nutt.) Howell","","dwarf montia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Montiaceae","","","","","","native","S5","","confirmed","observed","1983-05-01","Gerald B. Straley","UBC","V178676",NA,"2017-04-24","Andrew Simon","iNat:5964573","Sticks West; wet mossy area above sea",78119,"VAS","Montia dichotoma","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Montia fontana","L.","","blinks","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Montiaceae","","","","","","native","S5","","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V230998",NA,"2017-01-29","Tyrel Froese & Andrew Simon","iNat:5024437","",58990,"VAS","Montia fontana","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Montia howellii","S. Watson","","Howell's montia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Montiaceae","","","","","","native","S5","","confirmed","observed","2001-04-11","Frank Lomer","UBC","V234966",NA,"2017-04-14","Andrew Simon","iNat:5715310","",78121,"VAS","Montia howellii","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Montia linearis","(Douglas ex Hook.) Greene","","narrow-leaved montia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Montiaceae","","","","","","native","S5","","confirmed","observed","1988-04-23","Gerald B. Straley","UBC","V194247",NA,"2019-05-04","Kiara Gannon","iNat:24708159","Bellhouse; vernally wet grassy area; in shallow soil above rocks",78122,"VAS","Montia linearis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Montia parvifolia","(Moc. ex DC.) Greene","","small-leaved montia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Montiaceae","","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-05-14","Andrew Simon","iNat:2617694","application of Montia parvifolia var. flagellaris unclear; sometimes used for all larger plants, sometimes for pink flowers; names don’t correlate to variation in the taxon",78123,"VAS","Montia parvifolia","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Muscari armeniacum","Leichtlin","","Armenian grape hyacinth","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Asparagaceae","Scilloideae","Hyacintheae","","","","exotic","unlisted","","new 2015","observed","","","","",NA,"2015-03-13","Lauren Magner & Andrew Simon","iNat:2580263","",57847,"VAS","Muscari armeniacum","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",31.247,0.031,0.969
"Mycelis muralis","(L. Dumort.","","wall lettuce","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae","Cichorieae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-03-04","Andrew Simon","iNat:2566554","",48543,"VAS","Mycelis muralis","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Myosotis arvensis","(L.) Hill","","field forget-me-not","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Cynoglossoideae","Myosotideae","","","","exotic","unlisted","","confirmed","observed","1975-07-14","Angela Wood","RBCM","V097757",1949546744,"2017-05-28","Andrew Simon","iNat:6409658","",51726,"VAS","Myosotis arvensis","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Myosotis discolor","Pers.","","common forget-me-not","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Cynoglossoideae","Myosotideae","","","","exotic","unlisted","","confirmed","observed","1975-06-03","Angela Wood","RBCM","V097402",1949546627,"2015-04-21","Andrew Simon","iNat:2567285","",70265,"VAS","Myosotis discolor","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Myosotis laxa","Lehm.","","small-flowered forget-me-not","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Cynoglossoideae","Myosotideae","","","","native","S5","","confirmed","observed","1975-05-25","Angela Wood","RBCM","V097681",1949546577,"2015-05-28","Lauren Magner & Andrew Simon","iNat:2625785","",78150,"VAS","Myosotis laxa","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Myosotis scorpioides","L.","","European forget-me-not","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Cynoglossoideae","Myosotideae","","","","exotic","unlisted","","confirmed","observed","1975-06-12","Angela Wood","RBCM","V097256",1949546132,"2021-06-04","Kristian Sigvardsen","iNat:81637533","Reeces’ field; wet shore of lake; 48.933333°, -123.45°",49130,"VAS","Myosotis scorpioides","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",123.523,0.008,0.992
"Myosotis sylvatica","Ehrh. ex Hoffm.","","wood forget-me-not","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Boraginales","",NA,"Boraginaceae","Cynoglossoideae","Myosotideae","","","","exotic","unlisted","","confirmed","observed","1975-05-14","Angela Wood","RBCM","V097338",1949546343,"2017-04-09","Andrew Simon","iNat:5635307","Angela Wood reports M. s.var. alpestris, which is likely misapplied to M. sylvatica; not a valid infraspecific taxon; this species is not recognized by the province according to the BC Ecosystem Explorer; check specimen; couldn't find the specimen! (AS)",55826,"VAS","Myosotis sylvatica","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Myosurus minimus","L.","","tiny mousetail","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","native","S4S5","","confirmed","observed","2014-05-13","Frank Lomer","UBC","V241914",NA,"2023-06-02","Andrew Simon","iNat:165682530","",58306,"VAS","Myosurus minimus","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Myriophyllum sp.","","","milfoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Oxalidales","",NA,"Oxalidaceae","","","","","","unknown","","","new 2019","observed","","","","",NA,"2019-05-04","Andrew Simon","iNat:24653214","",60207,"VAS","Myriophyllum sp.","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Myriophyllum spicatum","L.","","Eurasian water-milfoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Haloragaceae","","","","","","exotic","unlisted","","reported","unobserved","1979-08-15","Harvey Janszen","RBCM","V097859",1949546890,"","","","Bog + Sturdies Bay farm lake; 48.879167°, -123.31944°",78157,"VAS","Myriophyllum spicatum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Myrrhis odorata","(L.) Scop.","","sweet cicely","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Scandiceae","","","","exotic","unlisted","","new 2023","observed","","","","",NA,"2023-05-06","Terry M","iNat:160795319","",51618,"VAS","Myrrhis odorata","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Narcissus cf. pseudonarcissus","L.","","daffodil","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Amaryllidaceae","Amaryllidoideae","Narcisseae","","","","exotic","unlisted","","confirmed","observed","2012-04-21","Terry Taylor","Vascular Plants Seen on Galiano Island","",NA,"2015-02-22","Andrew Simon","iNat:2566214","Our naturalized daffodils are more likely a hybrid as the pure species is rarely grown. However in practical terms I think this is the best available name for the cultivated daffodil (and the photo actually looks not unlike pure N. pseudonarcissus). –QC",55848,"VAS","Narcissus cf. pseudonarcissus","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Narcissus poeticus","L.","","poet's narcissus","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Amaryllidaceae","Amaryllidoideae","Narcisseae","","","","exotic","unlisted","","new 2019","observed","","","","",NA,"2019-05-04","Katie Kushneryk","iNat:24713792","",61334,"VAS","Narcissus poeticus","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Nasturtium officinale","R. Br.","","common watercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Cardamineae","","","","exotic","unlisted","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V122413",1949571512,"2016-03-21","Sarah Tweedale","iNat:2817044","reported as Nasturtium microphyllum(V122413)",78174,"VAS","Nasturtium officinale","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",60.532,0.016,0.984
"Navarretia squarrosa","(Eschsch.) Hook. & Arn.","","skunkweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Polemoniaceae","","","","","","native","S4S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","iNat:2564155","",53157,"VAS","Navarretia squarrosa","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
